3.851865211851882020e-01,4.503905054080739045e-01,6.389383556201714276e-01,7.198925293486924115e-01,7.103771622463846969e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
5.183272614507055120e-01,6.609087958968586918e-01,7.266487589471359865e-02,6.525059915097921603e-01,6.010040518609275351e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
3.859313511147585141e-01,4.731663877214870029e-01,9.468774106727494422e-01,8.232436936544164086e-01,8.933700277628947584e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
7.667464874445287792e-01,4.090776795978889879e-01,5.050327492950597019e-01,9.203313621485946783e-01,5.969993481704137794e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
3.961636031349761167e-01,5.554746748259457023e-01,5.496663717489714829e-01,6.149592173015010488e-01,8.988924584759908631e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
4.465613545204452084e-01,5.899471054871026077e-01,5.810142275149317026e-01,7.345033813018575497e-02,8.275351713893409622e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
4.511878339876457256e-01,3.440553457288707540e-01,6.586012654121232712e-01,4.428277196920147318e-01,7.914558201575903063e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
4.669583121277331994e-01,5.496184761713170941e-01,7.316010550193751127e-01,2.581839266973395830e-01,8.598122139653441298e-02,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
1.004382426229066816e-01,4.770825421612378547e-01,9.617824338444104226e-01,3.622523005374396199e-01,2.295300540854683380e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
6.966660963011109819e-01,6.247621523952655576e-01,7.430122555043606747e-01,7.114994997232453322e-01,9.321051151108301625e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.200000000000000000e+01
