6.056079396142060034e-01,5.538012913711297669e-01,3.178994817603272294e-01,6.677465860499146588e-01,2.924269383148869750e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.102788000019830017e-01,6.700881939771732299e-01,4.627660468223305790e-01,7.269685498267917101e-01,6.775645260924271218e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
6.545068583883728586e-01,3.625542397275492990e-01,8.171063019986768428e-02,4.122455931101218773e-01,5.376589596937775273e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
2.778256617791386995e-01,5.762704522354743508e-01,9.846409896106969040e-01,3.325706609948310133e-01,3.814442973476819265e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.546216962629476832e-01,3.306920818031999776e-01,2.811648009964616834e-01,9.227387245490745737e-01,5.993754588517514748e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.053645918652303060e-01,6.763635709321739187e-01,8.318887797487586333e-01,3.462171570599841264e-01,2.315167326012738114e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.521078621603892289e-01,5.268678350293581891e-01,8.634026535454805140e-01,6.832777980847557497e-01,1.824075884256927127e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.441878232951013139e-01,4.974659430137732818e-01,1.257420870646770439e-01,2.173879627344562637e-01,4.810865138441959843e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.025247993537519386e-01,4.291051556997343974e-01,8.965820315810033581e-01,4.869397203302350263e-01,8.579098134332499015e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.226686268599424201e-01,5.116885220923380606e-01,4.895851623355269577e-01,2.797797996716799851e-02,8.110872456435032074e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
6.598802298650592313e-01,3.154336311065604193e-01,5.786250967032737780e-01,8.840186585175395795e-01,7.844636351607421343e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.132385508221327886e-01,4.395795946102910579e-01,8.531564213978497513e-01,2.479895447781244044e-01,2.904105575797087946e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
3.765789027807169287e-01,6.291334249609440432e-01,3.733705696788164330e-01,8.410746955686908555e-01,9.986966893927584632e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.498681078473746320e-01,6.095733221367298782e-01,4.321704306282715402e-01,6.963058189789942398e-01,4.932779651016578892e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.364625504371534070e-01,4.267913071372968492e-01,3.032561035394804039e-01,3.568416253065185284e-01,1.324714960439954403e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.657512596152825202e-01,7.269070386808822448e-01,9.792561547158575852e-01,6.445797267919894935e-01,1.855490942515384267e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.237337535155239809e-01,5.046469738533650995e-01,8.601479216697213159e-01,7.735284891706534216e-01,9.480862323448867590e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.258599306607823154e-01,5.439154458108148571e-01,8.429978099749471099e-01,8.680907836560424196e-01,3.250052682320014874e-02,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.796287367135058988e-01,3.982203795429537507e-01,6.915130248940637436e-03,1.260976902693946577e-01,3.501519455983478357e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
5.512739209357443437e-01,5.360369717817313751e-01,9.755861000408651007e-01,8.493952318705622062e-01,5.282026483957008578e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.473492517593533613e-01,4.101481185842889565e-01,5.910842982539310508e-02,7.606338065764461920e-01,6.758883379120375068e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.232618065173260335e-01,4.053265261895200866e-01,7.731058047047337789e-01,1.815658322866711138e-01,1.985429972639632945e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.848383130663069807e-01,5.822080292744906682e-01,2.699746774276837735e-01,1.853815210459905938e-01,4.390871193232059877e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
4.751299320749771682e-01,5.216412756090451630e-01,7.072408986005540577e-02,1.059256472822625028e-01,3.724288844205259075e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01
